n,T,t,p_j
40,189,18,"[3, 35, 45, 46, 36, 19, 20, 3, 14, 16, 44, 4, 27, 15, 30, 18, 14, 6, 21, 3, 35, 30, 30, 49, 39, 45, 12, 21, 35, 9, 38, 42, 10, 41, 37, 42, 3, 3, 9, 48]"
40,197,6,"[23, 8, 35, 18, 5, 12, 23, 48, 8, 20, 8, 43, 37, 1, 20, 44, 27, 16, 27, 17, 22, 3, 22, 41, 23, 45, 7, 22, 40, 26, 16, 29, 30, 29, 41, 24, 22, 50, 33, 19]"
40,192,17,"[39, 24, 8, 30, 7, 9, 17, 36, 10, 47, 9, 48, 46, 38, 32, 31, 14, 4, 4, 28, 14, 49, 20, 31, 20, 1, 46, 50, 13, 1, 50, 45, 9, 27, 2, 19, 24, 28, 33, 26]"
40,199,13,"[11, 24, 30, 37, 38, 12, 6, 8, 44, 10, 42, 31, 9, 29, 21, 30, 8, 8, 43, 30, 12, 44, 49, 14, 30, 14, 4, 24, 37, 16, 42, 10, 16, 1, 45, 30, 5, 30, 12, 13]"
40,194,19,"[10, 25, 9, 43, 40, 11, 14, 26, 14, 35, 38, 41, 37, 29, 28, 23, 48, 15, 31, 12, 12, 23, 36, 49, 25, 22, 2, 14, 38, 37, 48, 12, 40, 16, 15, 40, 18, 21, 21, 24]"
40,182,14,"[46, 42, 6, 9, 1, 7, 33, 8, 11, 11, 45, 41, 17, 24, 12, 6, 11, 41, 11, 34, 13, 4, 39, 9, 35, 47, 15, 36, 44, 29, 50, 1, 39, 7, 28, 27, 46, 37, 40, 46]"
40,188,13,"[11, 16, 18, 26, 12, 45, 38, 47, 9, 44, 33, 47, 29, 49, 3, 2, 23, 1, 40, 8, 14, 17, 40, 10, 8, 2, 34, 20, 16, 27, 8, 43, 27, 38, 26, 43, 39, 40, 1, 10]"
40,183,17,"[5, 25, 47, 27, 17, 24, 26, 46, 39, 43, 17, 17, 19, 39, 5, 33, 6, 45, 48, 25, 44, 32, 26, 1, 24, 27, 17, 44, 33, 30, 40, 22, 23, 39, 19, 18, 37, 50, 9, 16]"
40,156,18,"[1, 33, 31, 7, 16, 15, 45, 6, 21, 48, 16, 41, 18, 5, 47, 8, 22, 29, 28, 29, 3, 45, 6, 39, 21, 19, 11, 49, 45, 7, 34, 11, 31, 5, 26, 40, 13, 15, 13, 32]"
40,170,14,"[44, 22, 48, 26, 23, 43, 10, 23, 49, 17, 16, 19, 6, 5, 18, 19, 7, 27, 5, 25, 27, 36, 21, 32, 50, 2, 24, 24, 42, 47, 22, 4, 6, 13, 10, 5, 49, 2, 40, 11]"
40,190,7,"[27, 30, 19, 44, 2, 46, 43, 19, 12, 33, 10, 33, 16, 25, 30, 42, 18, 42, 10, 33, 30, 21, 14, 5, 5, 37, 25, 33, 23, 47, 39, 49, 37, 22, 43, 4, 9, 33, 20, 39]"
40,151,15,"[31, 32, 11, 20, 10, 34, 3, 20, 20, 10, 47, 35, 11, 30, 33, 15, 6, 14, 24, 33, 9, 35, 15, 37, 31, 49, 11, 44, 3, 14, 30, 46, 14, 7, 43, 15, 16, 36, 2, 12]"
40,176,17,"[41, 2, 24, 29, 24, 25, 5, 3, 3, 33, 35, 40, 32, 2, 4, 26, 4, 6, 32, 4, 6, 4, 5, 13, 38, 9, 21, 48, 22, 1, 49, 45, 16, 21, 33, 45, 40, 42, 14, 16]"
40,157,14,"[8, 18, 14, 16, 27, 3, 16, 18, 9, 27, 30, 31, 27, 19, 22, 1, 24, 41, 21, 23, 18, 33, 44, 15, 42, 21, 15, 28, 15, 23, 44, 33, 35, 43, 3, 10, 44, 7, 11, 36]"
40,181,14,"[42, 21, 3, 50, 47, 39, 31, 48, 41, 16, 16, 9, 44, 25, 42, 2, 47, 18, 46, 14, 44, 24, 31, 16, 44, 43, 19, 36, 11, 4, 11, 30, 35, 12, 15, 49, 25, 19, 40, 35]"
40,180,6,"[34, 10, 8, 3, 16, 20, 8, 47, 8, 45, 9, 35, 31, 22, 30, 4, 14, 17, 8, 22, 20, 4, 10, 47, 17, 12, 17, 21, 15, 10, 45, 13, 35, 30, 38, 15, 19, 7, 26, 38]"
40,196,14,"[43, 22, 34, 17, 31, 6, 31, 2, 49, 6, 38, 34, 6, 11, 29, 47, 40, 14, 35, 9, 37, 2, 24, 4, 11, 32, 30, 4, 13, 4, 36, 32, 11, 22, 36, 5, 36, 30, 16, 31]"
40,151,17,"[9, 1, 45, 31, 12, 30, 18, 46, 2, 3, 18, 15, 45, 8, 20, 44, 27, 6, 22, 30, 26, 43, 50, 1, 3, 3, 20, 42, 40, 43, 31, 42, 8, 26, 29, 32, 32, 33, 5, 9]"
40,189,6,"[33, 10, 32, 3, 33, 31, 42, 17, 12, 41, 15, 35, 35, 44, 1, 21, 37, 32, 6, 23, 24, 9, 19, 28, 9, 25, 16, 38, 4, 19, 42, 43, 22, 26, 42, 1, 5, 44, 15, 4]"
40,173,12,"[24, 36, 4, 24, 46, 20, 2, 47, 46, 8, 1, 26, 13, 32, 9, 43, 33, 26, 18, 2, 31, 21, 50, 3, 6, 12, 31, 27, 1, 38, 12, 18, 47, 27, 12, 1, 28, 47, 44, 30]"
40,181,5,"[19, 16, 1, 12, 40, 29, 17, 23, 32, 32, 13, 49, 24, 6, 12, 26, 36, 44, 1, 37, 41, 44, 18, 29, 17, 40, 6, 16, 39, 29, 27, 40, 17, 32, 40, 4, 6, 19, 26, 46]"
40,156,12,"[26, 21, 40, 9, 25, 23, 50, 35, 27, 36, 13, 29, 42, 28, 19, 28, 23, 44, 22, 22, 38, 29, 29, 37, 44, 25, 10, 48, 4, 2, 39, 27, 39, 37, 40, 5, 39, 26, 17, 33]"
50,160,9,"[18, 10, 38, 26, 48, 22, 29, 28, 7, 49, 48, 40, 21, 40, 36, 44, 9, 25, 44, 7, 11, 48, 45, 31, 2, 4, 45, 37, 43, 2, 46, 47, 18, 13, 3, 48, 29, 47, 20, 40, 34, 39, 25, 44, 11, 19, 22, 34, 26, 19]"
50,196,19,"[17, 43, 48, 2, 33, 21, 35, 23, 47, 45, 27, 3, 9, 19, 22, 24, 17, 32, 5, 11, 28, 27, 5, 11, 42, 5, 27, 14, 39, 28, 28, 4, 36, 29, 45, 7, 40, 2, 38, 37, 11, 39, 29, 13, 21, 9, 38, 38, 43, 32]"
50,177,8,"[19, 35, 24, 45, 23, 37, 40, 2, 8, 13, 13, 16, 45, 42, 41, 36, 38, 27, 26, 50, 10, 39, 3, 23, 36, 8, 2, 20, 12, 38, 11, 41, 5, 7, 17, 19, 19, 37, 37, 19, 39, 9, 16, 17, 12, 44, 46, 14, 7, 50]"
50,164,9,"[26, 46, 27, 7, 7, 40, 27, 25, 20, 39, 16, 10, 50, 19, 46, 11, 50, 19, 9, 40, 48, 49, 20, 48, 16, 9, 31, 21, 36, 13, 28, 13, 31, 16, 49, 43, 22, 46, 13, 19, 47, 1, 15, 37, 20, 4, 46, 20, 49, 38]"
50,188,14,"[1, 47, 14, 28, 8, 40, 23, 3, 39, 7, 18, 21, 22, 3, 16, 31, 12, 17, 26, 41, 34, 29, 29, 40, 25, 11, 30, 33, 43, 43, 35, 48, 44, 23, 15, 13, 41, 39, 23, 14, 39, 37, 33, 14, 15, 44, 4, 21, 6, 21]"
50,188,19,"[15, 21, 15, 20, 23, 31, 26, 33, 16, 5, 45, 19, 50, 34, 23, 16, 23, 48, 12, 42, 7, 39, 31, 30, 1, 30, 38, 12, 30, 31, 19, 43, 20, 5, 48, 34, 9, 11, 17, 19, 34, 15, 26, 45, 1, 9, 48, 17, 39, 18]"
50,155,12,"[12, 37, 9, 16, 7, 10, 43, 22, 35, 25, 7, 44, 20, 36, 22, 26, 24, 50, 23, 1, 4, 1, 47, 28, 38, 30, 6, 40, 10, 50, 19, 1, 17, 40, 2, 45, 47, 48, 48, 7, 15, 33, 25, 49, 3, 26, 2, 11, 36, 34]"
50,176,12,"[12, 43, 30, 38, 37, 32, 1, 4, 43, 29, 28, 35, 41, 31, 29, 29, 41, 27, 35, 8, 17, 43, 24, 30, 31, 48, 41, 20, 26, 18, 46, 49, 45, 29, 30, 3, 19, 27, 1, 26, 50, 31, 17, 5, 8, 42, 14, 47, 22, 23]"
50,175,10,"[38, 30, 32, 1, 44, 17, 6, 44, 26, 4, 3, 31, 26, 32, 15, 13, 32, 13, 26, 3, 37, 50, 6, 44, 31, 38, 17, 30, 16, 2, 1, 9, 29, 9, 24, 43, 4, 37, 16, 7, 27, 11, 40, 33, 17, 42, 45, 19, 43, 20]"
50,158,7,"[34, 26, 6, 50, 25, 26, 46, 14, 21, 34, 33, 37, 27, 37, 29, 14, 8, 36, 9, 8, 15, 22, 36, 1, 21, 5, 12, 18, 20, 41, 24, 45, 23, 20, 22, 2, 40, 26, 15, 20, 10, 28, 30, 17, 26, 1, 4, 25, 28, 44]"
50,167,11,"[29, 47, 11, 14, 50, 19, 48, 15, 27, 1, 34, 48, 37, 48, 39, 23, 4, 49, 31, 39, 34, 25, 41, 41, 10, 7, 9, 14, 13, 20, 36, 32, 44, 5, 3, 6, 7, 7, 6, 44, 17, 6, 11, 18, 16, 47, 33, 35, 48, 14]"
50,194,16,"[15, 40, 24, 26, 7, 4, 29, 24, 4, 32, 22, 37, 17, 49, 13, 31, 4, 4, 25, 7, 32, 18, 5, 47, 37, 44, 18, 21, 27, 47, 49, 21, 14, 12, 26, 27, 33, 22, 49, 27, 41, 31, 2, 19, 41, 20, 45, 34, 35, 37]"
50,156,12,"[26, 20, 2, 28, 19, 1, 45, 11, 41, 22, 35, 43, 33, 30, 47, 24, 25, 22, 3, 7, 29, 5, 3, 37, 2, 9, 39, 13, 5, 2, 43, 31, 39, 32, 14, 48, 2, 11, 41, 32, 7, 38, 23, 50, 21, 12, 17, 46, 4, 3]"
50,164,15,"[8, 7, 25, 23, 39, 18, 40, 11, 32, 5, 12, 44, 16, 25, 6, 40, 38, 5, 3, 23, 3, 26, 47, 32, 27, 44, 20, 14, 4, 19, 3, 21, 9, 36, 44, 33, 49, 3, 25, 28, 44, 37, 33, 37, 8, 31, 45, 34, 25, 6]"
50,193,18,"[31, 33, 47, 44, 37, 30, 36, 33, 8, 37, 23, 8, 34, 8, 30, 19, 33, 7, 37, 36, 38, 43, 42, 30, 30, 10, 48, 46, 46, 41, 13, 8, 36, 16, 11, 29, 27, 10, 36, 23, 44, 45, 24, 27, 18, 40, 4, 40, 4, 6]"
50,188,9,"[49, 13, 12, 41, 32, 3, 29, 37, 35, 32, 13, 12, 37, 10, 14, 33, 22, 1, 16, 20, 8, 17, 39, 36, 42, 6, 36, 11, 49, 50, 37, 15, 19, 2, 36, 24, 1, 28, 20, 28, 49, 21, 4, 26, 24, 45, 23, 35, 43, 17]"
50,182,12,"[7, 17, 20, 47, 40, 15, 10, 29, 32, 20, 36, 42, 2, 45, 39, 17, 38, 25, 19, 9, 9, 11, 3, 43, 3, 35, 45, 14, 1, 19, 41, 37, 46, 4, 26, 8, 28, 5, 36, 38, 1, 48, 47, 46, 28, 18, 5, 45, 13, 1]"
50,185,12,"[10, 1, 48, 17, 27, 13, 2, 10, 29, 18, 30, 13, 35, 13, 5, 31, 41, 28, 21, 38, 25, 32, 29, 39, 13, 36, 41, 18, 37, 33, 35, 20, 31, 41, 41, 10, 44, 27, 32, 32, 46, 46, 31, 32, 33, 43, 28, 32, 40, 7]"
50,182,17,"[35, 12, 6, 44, 41, 50, 15, 27, 31, 2, 42, 40, 37, 39, 20, 16, 9, 4, 33, 29, 49, 22, 13, 44, 1, 14, 50, 2, 49, 12, 41, 14, 11, 25, 2, 35, 23, 21, 41, 22, 29, 38, 26, 10, 12, 22, 28, 7, 48, 20]"
50,194,5,"[37, 42, 20, 47, 31, 21, 29, 23, 19, 25, 38, 21, 43, 16, 17, 34, 40, 48, 7, 29, 32, 24, 47, 15, 17, 12, 17, 13, 12, 24, 45, 37, 20, 42, 42, 1, 48, 30, 44, 17, 4, 18, 10, 7, 23, 27, 31, 31, 6, 42]"
50,173,9,"[24, 9, 16, 21, 36, 45, 41, 8, 39, 39, 14, 10, 32, 22, 17, 28, 33, 48, 26, 24, 11, 14, 38, 4, 12, 50, 24, 41, 8, 4, 22, 47, 31, 25, 13, 33, 7, 28, 44, 49, 26, 11, 20, 34, 23, 16, 13, 47, 23, 25]"
50,187,16,"[7, 2, 45, 31, 15, 1, 5, 9, 43, 1, 20, 4, 40, 47, 2, 47, 11, 23, 43, 24, 23, 2, 41, 33, 41, 47, 49, 38, 45, 2, 22, 29, 4, 19, 47, 30, 3, 33, 32, 13, 47, 10, 7, 1, 49, 49, 37, 40, 11, 39]"
50,194,5,"[25, 7, 48, 19, 20, 44, 18, 6, 38, 28, 11, 32, 12, 30, 47, 3, 5, 29, 36, 45, 28, 7, 8, 44, 32, 13, 8, 41, 19, 3, 43, 17, 24, 40, 20, 27, 30, 39, 15, 13, 17, 17, 41, 16, 15, 26, 43, 29, 46, 30]"
50,165,9,"[23, 31, 44, 22, 18, 44, 37, 28, 19, 48, 29, 2, 14, 11, 6, 16, 22, 49, 47, 27, 14, 10, 22, 29, 29, 1, 27, 48, 8, 13, 50, 7, 10, 49, 23, 34, 20, 36, 18, 29, 36, 47, 18, 26, 20, 38, 29, 39, 8, 20]"
50,172,8,"[20, 5, 8, 18, 7, 13, 5, 28, 37, 2, 30, 19, 27, 47, 5, 4, 46, 20, 21, 32, 41, 14, 7, 8, 41, 49, 5, 38, 45, 36, 28, 12, 47, 21, 11, 50, 49, 8, 24, 47, 5, 19, 37, 29, 30, 4, 9, 39, 48, 34]"
50,169,11,"[27, 33, 44, 21, 21, 32, 38, 24, 22, 49, 45, 12, 38, 50, 18, 39, 50, 2, 33, 17, 50, 9, 34, 25, 45, 11, 11, 45, 40, 17, 3, 49, 22, 48, 37, 37, 33, 36, 45, 36, 7, 16, 19, 49, 7, 5, 21, 8, 11, 50]"
50,194,12,"[40, 50, 15, 19, 37, 1, 29, 50, 1, 14, 34, 6, 5, 11, 16, 34, 25, 43, 19, 27, 33, 5, 32, 15, 34, 4, 20, 45, 9, 41, 8, 41, 33, 43, 26, 29, 46, 3, 5, 47, 13, 29, 16, 40, 6, 14, 20, 33, 36, 2]"
50,195,11,"[14, 4, 22, 15, 47, 35, 35, 21, 28, 35, 13, 10, 6, 33, 20, 16, 10, 30, 9, 12, 39, 6, 6, 30, 7, 18, 28, 50, 37, 40, 18, 32, 1, 9, 35, 25, 18, 48, 50, 43, 30, 44, 6, 42, 38, 39, 22, 15, 19, 3]"
50,198,12,"[29, 24, 40, 44, 31, 16, 25, 14, 15, 3, 7, 41, 43, 17, 25, 12, 46, 34, 29, 15, 42, 45, 33, 41, 9, 48, 23, 50, 38, 36, 7, 45, 47, 28, 29, 39, 3, 24, 31, 36, 18, 9, 50, 44, 32, 37, 32, 21, 15, 42]"
50,153,11,"[15, 26, 47, 16, 16, 10, 37, 4, 2, 4, 33, 20, 39, 24, 8, 37, 36, 20, 13, 31, 27, 45, 20, 6, 28, 15, 11, 28, 50, 19, 2, 26, 20, 19, 49, 35, 26, 9, 29, 40, 20, 46, 39, 22, 32, 9, 45, 49, 34, 24]"
50,171,6,"[28, 35, 19, 40, 31, 19, 18, 23, 44, 34, 10, 32, 28, 21, 49, 47, 39, 10, 36, 8, 45, 48, 3, 48, 30, 50, 2, 12, 7, 25, 18, 9, 8, 31, 42, 47, 31, 10, 8, 33, 16, 48, 48, 36, 28, 17, 4, 31, 36, 28]"
50,167,17,"[34, 49, 49, 35, 50, 3, 8, 13, 18, 6, 12, 50, 28, 44, 27, 29, 31, 32, 36, 16, 40, 9, 20, 22, 47, 11, 50, 9, 19, 4, 44, 40, 34, 43, 7, 30, 45, 15, 41, 47, 35, 17, 17, 33, 44, 28, 44, 39, 27, 29]"
50,192,13,"[40, 17, 15, 36, 9, 44, 48, 20, 23, 38, 27, 43, 42, 22, 22, 22, 41, 46, 50, 23, 14, 30, 2, 49, 14, 35, 42, 32, 42, 24, 41, 35, 24, 35, 48, 42, 16, 48, 47, 18, 12, 15, 33, 36, 12, 5, 26, 48, 44, 15]"
50,180,5,"[9, 26, 42, 28, 7, 9, 18, 46, 40, 3, 35, 16, 1, 34, 10, 46, 37, 36, 38, 4, 42, 22, 41, 48, 36, 4, 41, 36, 38, 19, 33, 17, 3, 29, 4, 29, 14, 38, 32, 34, 7, 18, 41, 30, 27, 1, 40, 44, 32, 3]"
50,159,19,"[45, 4, 44, 2, 12, 9, 32, 15, 49, 45, 8, 22, 2, 38, 48, 13, 44, 36, 29, 41, 37, 35, 25, 26, 6, 9, 12, 17, 37, 50, 49, 18, 6, 49, 11, 10, 34, 10, 44, 33, 15, 11, 3, 36, 7, 22, 34, 50, 8, 28]"
50,197,7,"[35, 41, 35, 24, 13, 40, 49, 9, 15, 7, 29, 40, 13, 5, 15, 15, 24, 46, 15, 13, 15, 25, 38, 21, 41, 1, 44, 42, 17, 28, 14, 37, 46, 50, 46, 2, 10, 29, 44, 40, 25, 21, 26, 44, 19, 43, 10, 31, 17, 26]"
50,153,5,"[19, 11, 50, 16, 13, 17, 42, 46, 43, 41, 25, 13, 10, 8, 23, 32, 47, 4, 37, 33, 1, 30, 12, 50, 28, 22, 1, 48, 9, 39, 16, 31, 31, 21, 9, 13, 29, 29, 1, 2, 12, 23, 26, 17, 47, 33, 46, 42, 28, 17]"
50,199,11,"[41, 4, 34, 30, 10, 9, 10, 46, 13, 49, 31, 39, 12, 31, 5, 49, 2, 19, 6, 37, 17, 36, 7, 8, 50, 17, 29, 28, 47, 13, 22, 9, 41, 26, 33, 41, 50, 41, 1, 37, 18, 2, 5, 11, 17, 37, 5, 21, 3, 24]"
50,197,16,"[25, 29, 17, 38, 22, 27, 46, 3, 1, 43, 32, 16, 23, 46, 15, 48, 1, 19, 14, 49, 44, 18, 13, 35, 15, 6, 42, 3, 49, 4, 4, 7, 17, 46, 46, 20, 49, 2, 16, 6, 49, 5, 38, 35, 39, 43, 38, 50, 10, 14]"
50,171,19,"[34, 42, 12, 32, 11, 46, 46, 36, 46, 15, 29, 21, 5, 44, 36, 12, 9, 35, 45, 40, 29, 1, 33, 29, 15, 36, 30, 22, 8, 33, 49, 28, 6, 45, 39, 42, 27, 50, 35, 13, 35, 25, 28, 28, 44, 31, 6, 48, 25, 10]"
50,170,19,"[18, 28, 20, 24, 21, 48, 12, 17, 16, 48, 10, 12, 15, 5, 24, 25, 38, 4, 30, 48, 37, 46, 25, 37, 38, 21, 49, 5, 31, 4, 49, 12, 11, 5, 20, 32, 4, 33, 33, 46, 31, 25, 19, 1, 24, 42, 6, 15, 6, 23]"
50,164,16,"[49, 22, 22, 27, 6, 17, 12, 8, 20, 7, 31, 16, 44, 35, 31, 45, 33, 6, 17, 11, 38, 9, 26, 16, 9, 21, 4, 10, 29, 7, 18, 15, 30, 11, 17, 16, 35, 22, 44, 32, 4, 10, 49, 35, 14, 26, 31, 5, 43, 13]"
50,167,5,"[45, 18, 49, 24, 45, 30, 23, 35, 11, 7, 34, 33, 19, 45, 41, 37, 50, 26, 26, 20, 14, 33, 13, 16, 29, 12, 27, 17, 43, 16, 6, 13, 26, 5, 49, 15, 45, 49, 16, 23, 33, 20, 42, 34, 12, 14, 12, 21, 42, 40]"
50,192,10,"[21, 31, 15, 12, 11, 6, 13, 33, 22, 9, 28, 12, 16, 2, 20, 33, 8, 13, 18, 47, 13, 3, 9, 42, 41, 41, 45, 24, 4, 8, 37, 37, 24, 23, 49, 35, 32, 48, 40, 11, 40, 8, 30, 21, 48, 46, 22, 1, 23, 29]"
50,167,19,"[50, 5, 15, 22, 43, 36, 11, 9, 34, 5, 20, 48, 22, 5, 49, 19, 5, 35, 30, 46, 21, 23, 20, 38, 37, 45, 33, 36, 17, 43, 37, 36, 28, 29, 27, 35, 36, 1, 41, 50, 23, 34, 37, 13, 22, 47, 2, 8, 38, 23]"
50,151,14,"[44, 8, 30, 50, 17, 18, 35, 20, 35, 41, 47, 43, 44, 26, 18, 48, 33, 46, 28, 24, 15, 32, 7, 14, 15, 25, 31, 25, 10, 44, 14, 34, 14, 31, 3, 2, 46, 38, 35, 24, 47, 48, 20, 29, 39, 24, 1, 7, 8, 46]"
50,164,14,"[36, 1, 42, 22, 48, 31, 33, 27, 39, 8, 49, 20, 45, 30, 48, 41, 37, 31, 12, 24, 40, 35, 12, 31, 42, 47, 37, 40, 12, 27, 40, 25, 23, 45, 19, 46, 38, 14, 42, 29, 6, 8, 39, 7, 9, 48, 3, 29, 29, 35]"
50,152,14,"[47, 2, 13, 22, 46, 32, 4, 16, 10, 15, 21, 48, 18, 19, 14, 27, 13, 14, 29, 13, 1, 50, 41, 23, 44, 21, 32, 15, 48, 5, 38, 4, 4, 33, 3, 37, 7, 39, 20, 20, 49, 3, 41, 30, 18, 22, 24, 11, 18, 30]"
50,164,12,"[42, 43, 22, 20, 4, 47, 27, 17, 27, 23, 8, 48, 17, 31, 8, 20, 38, 48, 21, 39, 29, 48, 5, 17, 21, 19, 48, 40, 27, 47, 26, 4, 14, 5, 38, 18, 37, 23, 26, 22, 49, 15, 3, 50, 41, 38, 28, 42, 9, 37]"
50,173,19,"[11, 41, 5, 41, 19, 33, 14, 9, 39, 30, 25, 37, 24, 13, 8, 46, 9, 45, 47, 34, 30, 10, 11, 42, 29, 37, 29, 27, 16, 38, 46, 5, 44, 27, 14, 31, 42, 24, 20, 2, 43, 33, 23, 26, 13, 16, 4, 14, 20, 7]"
60,158,11,"[27, 12, 49, 35, 22, 10, 16, 9, 41, 43, 11, 33, 35, 9, 20, 44, 5, 39, 28, 23, 35, 8, 1, 8, 16, 20, 2, 3, 33, 35, 33, 23, 12, 38, 27, 17, 1, 34, 9, 8, 32, 18, 14, 41, 11, 24, 41, 47, 32, 33, 28, 26, 44, 8, 22, 36, 49, 3, 39, 14]"
60,185,6,"[33, 45, 21, 29, 32, 6, 8, 37, 47, 33, 20, 36, 26, 19, 40, 25, 42, 38, 25, 46, 7, 31, 33, 42, 18, 44, 43, 8, 15, 21, 40, 4, 28, 13, 24, 9, 1, 38, 37, 8, 16, 35, 5, 21, 5, 39, 37, 25, 49, 48, 17, 5, 19, 21, 13, 10, 14, 36, 15, 37]"
60,184,10,"[27, 7, 46, 20, 36, 37, 19, 40, 32, 30, 25, 31, 9, 6, 6, 46, 15, 49, 15, 16, 6, 38, 49, 50, 24, 40, 1, 8, 13, 35, 11, 36, 9, 30, 27, 4, 18, 10, 26, 12, 6, 17, 49, 10, 10, 23, 44, 9, 16, 3, 36, 38, 27, 8, 35, 42, 26, 32, 43, 31]"
60,166,9,"[49, 19, 31, 25, 46, 8, 46, 18, 31, 19, 7, 30, 28, 47, 28, 26, 42, 46, 7, 16, 23, 49, 42, 5, 34, 36, 48, 8, 19, 2, 3, 24, 43, 49, 44, 14, 25, 19, 36, 35, 20, 9, 48, 34, 3, 37, 23, 28, 39, 30, 1, 40, 35, 42, 44, 40, 45, 34, 14, 8]"
60,179,11,"[44, 15, 12, 16, 3, 45, 15, 5, 17, 19, 9, 41, 7, 41, 15, 14, 35, 13, 25, 43, 9, 13, 2, 34, 18, 23, 43, 27, 50, 15, 18, 42, 45, 10, 16, 40, 23, 23, 41, 29, 48, 18, 5, 13, 34, 50, 15, 27, 34, 29, 27, 10, 50, 20, 7, 45, 4, 5, 47, 49]"
60,181,7,"[25, 47, 29, 9, 48, 48, 46, 35, 29, 10, 5, 44, 11, 16, 5, 5, 31, 17, 30, 4, 29, 42, 49, 35, 46, 13, 41, 40, 27, 26, 50, 3, 2, 15, 8, 32, 50, 42, 50, 38, 5, 25, 1, 8, 20, 35, 16, 48, 24, 30, 12, 47, 40, 36, 25, 19, 49, 2, 47, 17]"
60,180,17,"[1, 13, 40, 20, 39, 13, 27, 9, 29, 4, 9, 8, 24, 2, 24, 6, 30, 22, 9, 34, 4, 11, 11, 30, 3, 37, 33, 42, 41, 44, 37, 6, 9, 17, 15, 32, 36, 13, 37, 18, 49, 46, 48, 4, 48, 39, 2, 26, 20, 40, 28, 19, 25, 27, 14, 23, 1, 11, 33, 27]"
60,156,10,"[40, 4, 34, 10, 18, 40, 32, 11, 22, 2, 43, 42, 3, 20, 7, 42, 26, 29, 40, 20, 46, 18, 37, 19, 3, 4, 35, 22, 32, 10, 39, 7, 47, 4, 33, 28, 35, 26, 10, 9, 15, 41, 13, 1, 19, 1, 3, 9, 5, 7, 15, 50, 1, 19, 13, 12, 46, 12, 34, 15]"
60,151,13,"[45, 2, 24, 29, 7, 21, 12, 47, 38, 1, 8, 29, 17, 31, 38, 36, 46, 15, 34, 29, 35, 8, 16, 34, 26, 12, 44, 12, 45, 16, 16, 50, 19, 27, 18, 38, 19, 46, 3, 26, 47, 43, 28, 6, 21, 36, 11, 14, 26, 42, 27, 2, 28, 29, 4, 37, 33, 7, 6, 9]"
60,191,8,"[13, 43, 28, 46, 17, 24, 50, 34, 13, 8, 46, 1, 45, 33, 6, 26, 4, 38, 31, 6, 9, 27, 11, 33, 21, 35, 4, 19, 22, 47, 47, 13, 3, 29, 20, 19, 25, 13, 44, 34, 44, 33, 12, 2, 17, 35, 31, 7, 42, 19, 47, 1, 17, 45, 6, 1, 47, 30, 46, 41]"
60,194,18,"[37, 29, 31, 30, 22, 45, 47, 13, 42, 5, 24, 30, 47, 1, 27, 30, 19, 33, 17, 6, 14, 32, 32, 7, 47, 47, 33, 46, 8, 36, 32, 20, 9, 29, 10, 19, 3, 46, 42, 1, 50, 32, 41, 14, 34, 22, 32, 49, 45, 29, 50, 16, 38, 47, 8, 33, 14, 1, 31, 40]"
60,161,11,"[31, 16, 50, 50, 2, 24, 16, 42, 3, 33, 7, 5, 45, 37, 4, 14, 27, 17, 32, 37, 18, 2, 45, 4, 40, 25, 29, 31, 13, 42, 12, 48, 9, 9, 32, 32, 50, 44, 37, 10, 36, 47, 5, 38, 41, 42, 4, 28, 36, 35, 50, 18, 16, 21, 36, 5, 32, 35, 23, 38]"
60,185,14,"[30, 49, 44, 30, 8, 14, 18, 40, 6, 35, 6, 9, 48, 23, 50, 4, 31, 24, 24, 25, 39, 30, 5, 2, 11, 34, 19, 49, 9, 49, 15, 28, 23, 40, 45, 19, 35, 32, 20, 1, 44, 24, 17, 19, 33, 40, 8, 5, 34, 7, 4, 48, 7, 39, 33, 1, 4, 32, 27, 42]"
60,188,16,"[48, 18, 29, 28, 28, 41, 30, 19, 20, 35, 35, 13, 33, 31, 42, 43, 17, 8, 49, 27, 16, 15, 26, 24, 39, 21, 8, 23, 43, 5, 5, 43, 34, 7, 12, 40, 45, 31, 1, 42, 16, 15, 23, 29, 16, 21, 5, 28, 50, 45, 40, 31, 41, 8, 46, 15, 22, 34, 3, 37]"
60,195,11,"[48, 40, 17, 22, 9, 50, 37, 21, 13, 16, 26, 39, 35, 21, 39, 12, 27, 48, 10, 30, 26, 38, 7, 44, 28, 21, 30, 9, 35, 10, 25, 1, 18, 33, 45, 17, 3, 9, 20, 34, 18, 8, 23, 1, 26, 15, 22, 49, 17, 9, 12, 2, 1, 3, 22, 8, 14, 47, 31, 22]"
60,183,12,"[44, 50, 5, 28, 30, 8, 21, 15, 46, 13, 24, 38, 41, 8, 29, 38, 4, 45, 49, 21, 20, 39, 30, 45, 42, 43, 45, 4, 14, 10, 17, 2, 49, 25, 3, 27, 38, 17, 18, 3, 2, 13, 15, 36, 39, 30, 37, 12, 34, 44, 30, 31, 1, 5, 6, 40, 4, 45, 38, 17]"
